"id","description","last_updated"
"343465","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, made with butter","2019-04-01"
"343466","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, made with margarine","2019-04-01"
"343467","Peas and corn, cooked, NS as to fat added in cooking","2019-04-01"
"343468","Peas and corn, cooked, fat not added in cooking","2019-04-01"
"343469","Peas and corn, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343470","Peas and corn, cooked, made with oil","2019-04-01"
"343471","Peas and corn, cooked, made with butter","2019-04-01"
"343472","Peas and corn, cooked, made with margarine","2019-04-01"
"343473","Peas and onions, cooked, NS as to fat added in cooking","2019-04-01"
"343474","Peas and onions, cooked, fat not added in cooking","2019-04-01"
"343475","Peas and onions, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343476","Peas and onions, cooked, made with oil","2019-04-01"
"343477","Peas and onions, cooked, made with butter","2019-04-01"
"343478","Peas and onions, cooked, made with margarine","2019-04-01"
"343479","Peas and mushrooms, cooked, NS as to fat added in cooking","2019-04-01"
"343480","Peas and mushrooms, cooked, fat not added in cooking","2019-04-01"
"343481","Peas and mushrooms, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343482","Peas and mushrooms, cooked, made with oil","2019-04-01"
"343483","Peas and mushrooms, cooked, made with butter","2019-04-01"
"343484","Peas and mushrooms, cooked, made with margarine","2019-04-01"
"343485","Cowpeas with snap beans, cooked, NS as to fat added in cooking","2019-04-01"
"343486","Cowpeas with snap beans, cooked, fat not added in cooking","2019-04-01"
"343487","Cowpeas with snap beans, cooked, fat added in cooking","2019-04-01"
"343488","Peas and potatoes, cooked, fat not added in cooking","2019-04-01"
"343489","Peas and potatoes, cooked, NS as to fat added in cooking","2019-04-01"
"343490","Peas and potatoes, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343491","Peas and potatoes, cooked, made with oil","2019-04-01"
"343492","Peas and potatoes, cooked, made with butter","2019-04-01"
"343493","Peas and potatoes, cooked, made with margarine","2019-04-01"
"343494","Squash, summer, yellow or green, and onions, cooked, NS as to fat added in cooking","2019-04-01"
"343495","Squash, summer, yellow or green, and onions, cooked, fat not added in cooking","2019-04-01"
"343496","Squash, summer, yellow or green, and onions, cooked, fat added in cooking","2019-04-01"
"343497","Squash, summer, yellow or green, and onions, cooked, made with oil","2019-04-01"
"343498","Squash, summer, yellow or green, and onions, cooked, made with butter","2019-04-01"
"343499","Squash, summer, yellow or green, and onions, cooked, made with margarine","2019-04-01"
"343500","Squash, summer, yellow or green, with tomato sauce, cooked, fat not added in cooking","2019-04-01"
"343501","Squash, summer, yellow or green, with tomato sauce, cooked, fat added in cooking","2019-04-01"
"343502","Squash, summer, yellow or green, with tomato sauce, cooked, NS as to fat added in cooking","2019-04-01"
"343503","Ratatouille","2019-04-01"
"343504","Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, NS as to fat added in cooking","2019-04-01"
"343505","Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343506","Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, made with oil","2019-04-01"
"343507","Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, made with butter","2019-04-01"
"343508","Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, made with margarine","2019-04-01"
"343509","Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat not added in cooking","2019-04-01"
"343510","Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, NS as to fat added in cooking","2019-04-01"
"343511","Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, fat not added in cooking","2019-04-01"
"343512","Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, fat added in cooking, NS as to type of fat","2019-04-01"
"343513","Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, made with oil","2019-04-01"
"343514","Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, made with butter","2019-04-01"
"343515","Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, made with margarine","2019-04-01"
"343516","Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, NS as to fat added in cooking","2019-04-01"
"343517","Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce,  fat not added in cooking","2019-04-01"
"343518","Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, fat added in cooking, NS as to type of fat","2019-04-01"
"343519","Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, made with oil","2019-04-01"
"343520","Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, made with butter","2019-04-01"
"343521","Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, made with margarine","2019-04-01"
"343522","Vegetable combinations, Asian style, (broccoli, green pepper, water chestnut, etc) cooked, NS as to fat added in cooking","2019-04-01"
"343523","Vegetable combinations, Asian style, (broccoli, green pepper, water chestnuts, etc), cooked, fat not added in cooking","2019-04-01"
"343524","Vegetable combinations, Asian style, (broccoli, green pepper, water chestnuts, etc), cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343525","Vegetable combinations, Asian style, (broccoli, green pepper, water chestnuts, etc), cooked, made with oil","2019-04-01"
"343526","Vegetable combinations, Asian style, (broccoli, green pepper, water chestnuts, etc), cooked, made with butter","2019-04-01"
"343527","Vegetable combinations, Asian style, (broccoli, green pepper, water chestnuts, etc), cooked, made with margarine","2019-04-01"
"343528","Vegetable and pasta combinations with cream or cheese sauce (broccoli, pasta, carrots, corn, zucchini, peppers, cauliflower, peas, etc.), cooked","2019-04-01"
"343529","Jai, Monk's Food (mushrooms, lily roots, bean curd, water chestnuts)","2019-04-01"
"343530","Pinacbet (eggplant with tomatoes, bitter melon, etc.)","2019-04-01"
"343532","Artichokes, stuffed","2019-04-01"
"343533","Asparagus, NS as to form, creamed or with cheese sauce","2019-04-01"
"343534","Asparagus, from fresh, creamed or with cheese sauce","2019-04-01"
"343535","Asparagus, from frozen, creamed or with cheese sauce","2019-04-01"
"343536","Asparagus, from canned, creamed or with cheese sauce","2019-04-01"
"343537","Beans, lima, immature, NS as to form, creamed or with cheese sauce","2019-04-01"
"343538","Beans, lima, immature, from fresh, creamed or with cheese sauce","2019-04-01"
"343539","Beans, lima, immature, from frozen, creamed or with cheese sauce","2019-04-01"
"343540","Beans, lima, immature, from canned, creamed or with cheese sauce","2019-04-01"
"343541","Beans, lima, immature, cooked, NS as to form, with mushroom sauce","2019-04-01"
"343542","Beans, lima, immature, cooked, from fresh, with mushroom sauce","2019-04-01"
"343543","Beans, lima, immature, cooked, from frozen, with mushroom sauce","2019-04-01"
"343544","Beans, lima, immature, cooked, from canned, with mushroom sauce","2019-04-01"
"343545","Beans, string, green, NS as to form, creamed or with cheese sauce","2019-04-01"
"343546","Beans, string, green, from fresh, creamed or with cheese sauce","2019-04-01"
"343547","Beans, string, green, from frozen, creamed or with cheese sauce","2019-04-01"
"343548","Beans, string, green, from canned, creamed or with cheese sauce","2019-04-01"
"343549","Beans, string, green, cooked, NS as to form, with mushroom sauce","2019-04-01"
"343550","Beans, string, green, cooked, from fresh, with mushroom sauce","2019-04-01"
"343551","Beans, string, green, cooked, from frozen, with mushroom sauce","2019-04-01"
"343552","Beans, string, green, cooked, from canned, with mushroom sauce","2019-04-01"
"343554","Beans, string, yellow, NS as to form, creamed or with cheese sauce","2019-04-01"
"343555","Beans, string, yellow, from fresh, creamed or with cheese sauce","2019-04-01"
"343556","Beans, string, yellow, from frozen, creamed or with cheese sauce","2019-04-01"
"343557","Beans, string, yellow, from canned, creamed or with cheese sauce","2019-04-01"
"343558","Beets with Harvard sauce","2019-04-01"
"343559","Brussels sprouts, NS as to form, creamed","2019-04-01"
"343560","Brussels sprouts, from fresh, creamed","2019-04-01"
"343561","Brussels sprouts, from frozen, creamed","2019-04-01"
"343562","Cabbage, creamed","2019-04-01"
"343563","Cauliflower, NS as to form, creamed","2019-04-01"
"343564","Cauliflower, from fresh, creamed","2019-04-01"
"343565","Cauliflower, from frozen, creamed","2019-04-01"
"343566","Cauliflower, from canned, creamed","2019-04-01"
"343567","Cauliflower, batter-dipped, fried","2019-04-01"
"343568","Celery, creamed","2019-04-01"
"343572","Corn, scalloped or pudding","2019-04-01"
"343573","Corn fritter","2019-04-01"
"343574","Corn, cooked, NS as to form, with cream sauce, made with milk","2019-04-01"
"343575","Corn, cooked, from fresh, with cream sauce, made with milk","2019-04-01"
"343576","Corn, cooked, from frozen, with cream sauce, made with milk","2019-04-01"
"343577","Corn, cooked, from canned, with cream sauce, made with milk","2019-04-01"
"343578","Eggplant, batter-dipped, fried","2019-04-01"
"343580","Eggplant parmesan casserole, regular","2019-04-01"
"343581","Eggplant with cheese and tomato sauce","2019-04-01"
"343582","Kohlrabi, creamed","2019-04-01"
"343583","Mushrooms, NS as to form, creamed","2019-04-01"
"343584","Mushrooms, from fresh, creamed","2019-04-01"
"343585","Mushrooms, from frozen, creamed","2019-04-01"
"343586","Mushrooms, from canned, creamed","2019-04-01"
"343587","Mushrooms, stuffed","2019-04-01"
"343588","Mushrooms, batter-dipped, fried","2019-04-01"
"343589","Okra, batter-dipped, fried","2019-04-01"
"343590","Onions, NS as to form, creamed","2019-04-01"
"343591","Onions, from fresh, creamed","2019-04-01"
"343592","Onion rings, NS as to form, batter-dipped, baked or fried","2019-04-01"
"343593","Onion rings, from fresh, batter-dipped, baked or fried","2019-04-01"
"343594","Onion rings, from frozen, batter-dipped, baked or fried","2019-04-01"
"343595","Parsnips, creamed","2019-04-01"
"343596","Pea salad","2019-04-01"
"343597","Pea salad with cheese","2019-04-01"
"343598","Peas, NS as to form, creamed","2019-04-01"
"343599","Peas, from fresh, creamed","2019-04-01"
"343600","Peas, from frozen, creamed","2019-04-01"
"343601","Peas, from canned, creamed","2019-04-01"
"343602","Peas, cooked, NS as to form, with mushroom sauce","2019-04-01"
"343603","Peas, cooked, from fresh, with mushroom sauce","2019-04-01"
"343604","Peas, cooked, from frozen, with mushroom sauce","2019-04-01"
"343605","Peas, cooked, from canned, with mushroom sauce","2019-04-01"
"343606","Peas, cooked, NS as to form, with tomato sauce","2019-04-01"
"343607","Peas, cooked, from fresh, with tomato sauce","2019-04-01"
"343608","Peas, cooked, from frozen, with tomato sauce","2019-04-01"
"343609","Peas, cooked, from canned, with tomato sauce","2019-04-01"
"343610","Squash, summer, yellow or green, breaded or battered, baked","2019-04-01"
"343611","Squash, summer, yellow or green, breaded or battered, fried","2019-04-01"
"343612","Squash, summer, casserole with tomato and cheese","2019-04-01"
"343613","Squash, summer, casserole, with rice and tomato sauce","2019-04-01"
"343614","Squash, summer, casserole, with cheese sauce","2019-04-01"
"343615","Squash, summer, NS as to form, creamed","2019-04-01"
"343616","Squash, summer, from fresh, creamed","2019-04-01"
"343617","Squash, summer, from frozen, creamed","2019-04-01"
"343618","Squash, summer, from canned, creamed","2019-04-01"
"343620","Turnips, NS as to form, creamed","2019-04-01"
"343621","Turnips, from fresh, creamed","2019-04-01"
"343622","Turnips, from frozen, creamed","2019-04-01"
"343623","Turnips, from canned, creamed","2019-04-01"
"336256","Licuado / Batido (milk fruit drink)","2019-04-01"
"336257","Fruit smoothie, NFS","2019-04-01"
"336258","Fruit smoothie, with whole fruit and dairy","2019-04-01"
"336259","Fruit smoothie, with whole fruit and dairy, added protein","2019-04-01"
"336260","Fruit smoothie juice drink, with dairy","2019-04-01"
"336513","Cream, NS as to light, heavy, or half and half","2019-04-01"
"336514","Cream, light, fluid","2019-04-01"
"336515","Cream, light, whipped, unsweetened","2019-04-01"
"336516","Cream, half and half","2019-04-01"
