"fdc_id","data_type","description","food_category_id","publication_date"
"344123","survey_fndds_food","Nut roll, fudge or nougat, caramel and nuts","","2019-04-01"
"344124","survey_fndds_food","Sugared pecans (sugar and egg white coating)","","2019-04-01"
"344125","survey_fndds_food","Peanuts, chocolate covered","","2019-04-01"
"344126","survey_fndds_food","M&M's Peanut Chocolate Candies","","2019-04-01"
"344127","survey_fndds_food","M&M's Peanut Butter Chocolate Candies","","2019-04-01"
"344128","survey_fndds_food","Peanuts, sugar-coated","","2019-04-01"
"344129","survey_fndds_food","Peanuts, yogurt covered","","2019-04-01"
"344130","survey_fndds_food","Peanut bar","","2019-04-01"
"344131","survey_fndds_food","Planters Peanut Bar","","2019-04-01"
"344132","survey_fndds_food","Peanut brittle","","2019-04-01"
"344133","survey_fndds_food","Peanut Bar, chocolate covered candy","","2019-04-01"
"344134","survey_fndds_food","Peanut butter, chocolate covered","","2019-04-01"
"344135","survey_fndds_food","Reese's Peanut Butter Cup","","2019-04-01"
"344136","survey_fndds_food","Reese's Pieces","","2019-04-01"
"344137","survey_fndds_food","Reese's Sticks","","2019-04-01"
"344138","survey_fndds_food","Reese's Fast Break","","2019-04-01"
"344139","survey_fndds_food","Reese's Crispy Crunchy Bar","","2019-04-01"
"344140","survey_fndds_food","Peanut butter morsels","","2019-04-01"
"344141","survey_fndds_food","Pralines","","2019-04-01"
"344142","survey_fndds_food","Pineapple candy, Puerto Rican style","","2019-04-01"
"344143","survey_fndds_food","Raisins, chocolate covered","","2019-04-01"
"344144","survey_fndds_food","Raisins, yogurt covered","","2019-04-01"
"344145","survey_fndds_food","Sesame Crunch (Sahadi)","","2019-04-01"
"344146","survey_fndds_food","Gumdrops","","2019-04-01"
"344147","survey_fndds_food","Hard candy","","2019-04-01"
"344148","survey_fndds_food","Butterscotch hard candy","","2019-04-01"
"344149","survey_fndds_food","Skittles","","2019-04-01"
"344150","survey_fndds_food","Sugar-coated chocolate discs","","2019-04-01"
"344151","survey_fndds_food","M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies)","","2019-04-01"
"344152","survey_fndds_food","Sixlets","","2019-04-01"
"344153","survey_fndds_food","Easter egg, candy coated chocolate","","2019-04-01"
"344154","survey_fndds_food","M&M's Pretzel Chocolate Candies","","2019-04-01"
"344155","survey_fndds_food","Taffy","","2019-04-01"
"344156","survey_fndds_food","Toffee, plain","","2019-04-01"
"344157","survey_fndds_food","Toffee, chocolate covered","","2019-04-01"
"344158","survey_fndds_food","Toffee, chocolate-coated, with nuts","","2019-04-01"
"344159","survey_fndds_food","Truffles","","2019-04-01"
"344160","survey_fndds_food","Wax candy, liquid filled","","2019-04-01"
"344161","survey_fndds_food","Dietetic or low calorie candy, NFS","","2019-04-01"
"344162","survey_fndds_food","Dietetic or low calorie gumdrops","","2019-04-01"
"344163","survey_fndds_food","Dietetic or low calorie hard candy","","2019-04-01"
"344164","survey_fndds_food","Dietetic or low calorie candy, chocolate covered","","2019-04-01"
"344165","survey_fndds_food","Dietetic or low calorie mints","","2019-04-01"
"344166","survey_fndds_food","Chewing gum, NFS","","2019-04-01"
"344167","survey_fndds_food","Chewing gum, regular","","2019-04-01"
"344168","survey_fndds_food","Chewing gum, sugar free","","2019-04-01"
"336152","survey_fndds_food","Yogurt, frozen, flavors other than chocolate, nonfat milk","","2019-04-01"
"336153","survey_fndds_food","Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener","","2019-04-01"
"336154","survey_fndds_food","Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener","","2019-04-01"
"336155","survey_fndds_food","Yogurt, frozen, NS as to flavor, whole milk","","2019-04-01"
"336156","survey_fndds_food","Yogurt, frozen, chocolate, whole milk","","2019-04-01"
"336157","survey_fndds_food","Yogurt, frozen, flavors other than chocolate, whole milk","","2019-04-01"
"336158","survey_fndds_food","Yogurt, frozen, chocolate-coated","","2019-04-01"
"336159","survey_fndds_food","Yogurt, frozen, sandwich","","2019-04-01"
"336160","survey_fndds_food","Yogurt, frozen, cone, chocolate","","2019-04-01"
"336161","survey_fndds_food","Yogurt, frozen, cone, flavors other than chocolate","","2019-04-01"
"336162","survey_fndds_food","Yogurt, frozen, cone, flavors other than chocolate, lowfat milk","","2019-04-01"
"336163","survey_fndds_food","Yogurt, frozen, cone, chocolate, lowfat milk","","2019-04-01"
"336561","survey_fndds_food","Ice cream, NFS","","2019-04-01"
"336562","survey_fndds_food","Ice cream, regular, flavors other than chocolate","","2019-04-01"
"336563","survey_fndds_food","Ice cream, regular, chocolate","","2019-04-01"
"336564","survey_fndds_food","Ice cream, rich, flavors other than chocolate","","2019-04-01"
"336565","survey_fndds_food","Ice cream, rich, chocolate","","2019-04-01"
"336566","survey_fndds_food","Ice cream, rich, NS as to flavor","","2019-04-01"
"336567","survey_fndds_food","Ice cream, soft serve, flavors other than chocolate","","2019-04-01"
"336568","survey_fndds_food","Ice cream, soft serve, chocolate","","2019-04-01"
"336569","survey_fndds_food","Ice cream, soft serve, NS as to flavor","","2019-04-01"
"336570","survey_fndds_food","Ice cream, no sugar added, NS as to flavor","","2019-04-01"
"336571","survey_fndds_food","Ice cream, no sugar added, flavors other than chocolate","","2019-04-01"
"336572","survey_fndds_food","Ice cream, no sugar added, chocolate","","2019-04-01"
"336573","survey_fndds_food","Ice cream bar or stick, not chocolate covered or cake covered","","2019-04-01"
"336574","survey_fndds_food","Ice cream bar or stick, chocolate covered","","2019-04-01"
"336575","survey_fndds_food","Ice cream bar or stick, chocolate or caramel covered, with nuts","","2019-04-01"
"336576","survey_fndds_food","Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering","","2019-04-01"
"336577","survey_fndds_food","Ice cream bar or stick, rich ice cream, thick chocolate covering","","2019-04-01"
"336578","survey_fndds_food","Ice cream bar or stick, rich ice cream, chocolate covered, with nuts","","2019-04-01"
"336579","survey_fndds_food","Ice cream bar or stick, chocolate ice cream, chocolate covered","","2019-04-01"
"336580","survey_fndds_food","Ice cream bar, cake covered","","2019-04-01"
"336581","survey_fndds_food","Ice cream bar, stick or nugget, with crunch coating","","2019-04-01"
"336582","survey_fndds_food","Ice cream bar or stick with fruit","","2019-04-01"
"336583","survey_fndds_food","Ice cream sandwich","","2019-04-01"
"336584","survey_fndds_food","Ice cream cookie sandwich","","2019-04-01"
"336585","survey_fndds_food","Ice cream cone with nuts, flavors other than chocolate","","2019-04-01"
"336586","survey_fndds_food","Ice cream cone, chocolate covered, with nuts, flavors other than chocolate","","2019-04-01"
"336587","survey_fndds_food","Ice cream cone, chocolate covered or dipped, flavors other than chocolate","","2019-04-01"
"336588","survey_fndds_food","Ice cream cone, no topping, flavors other than chocolate","","2019-04-01"
"336589","survey_fndds_food","Ice cream cone, no topping, NS as to flavor","","2019-04-01"
"336590","survey_fndds_food","Ice cream cone with nuts, chocolate ice cream","","2019-04-01"
"336591","survey_fndds_food","Ice cream cone, chocolate covered or dipped, chocolate ice cream","","2019-04-01"
"336592","survey_fndds_food","Ice cream cone, no topping, chocolate ice cream","","2019-04-01"
"336593","survey_fndds_food","Ice cream cone, chocolate covered, with nuts, chocolate ice cream","","2019-04-01"
"336594","survey_fndds_food","Ice cream sundae cone","","2019-04-01"
"336597","survey_fndds_food","Ice cream sundae, NS as to topping, with whipped cream","","2019-04-01"
"336598","survey_fndds_food","Ice cream sundae, fruit topping, with whipped cream","","2019-04-01"
"336599","survey_fndds_food","Ice cream sundae, prepackaged type, flavors other than chocolate","","2019-04-01"
"336600","survey_fndds_food","Ice cream sundae, chocolate or fudge topping, with whipped cream","","2019-04-01"
"336601","survey_fndds_food","Ice cream sundae, not fruit or chocolate topping, with whipped cream","","2019-04-01"
"336602","survey_fndds_food","Ice cream sundae, fudge topping, with cake, with whipped cream","","2019-04-01"
"336603","survey_fndds_food","Ice cream pie, no crust","","2019-04-01"
"336604","survey_fndds_food","Ice cream pie, with cookie crust, fudge topping, and whipped cream","","2019-04-01"
"336605","survey_fndds_food","Ice cream, fried","","2019-04-01"
"336606","survey_fndds_food","Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate","","2019-04-01"
"336607","survey_fndds_food","Dippin' Dots, flash frozen ice cream snacks, chocolate","","2019-04-01"
"336608","survey_fndds_food","Light ice cream, NS as to flavor (formerly ice milk)","","2019-04-01"
"336609","survey_fndds_food","Light ice cream, flavors other than chocolate (formerly ice milk)","","2019-04-01"
"336610","survey_fndds_food","Light ice cream, chocolate (formerly ice milk)","","2019-04-01"
"336611","survey_fndds_food","Light ice cream, no sugar added, NS as to flavor","","2019-04-01"
"336612","survey_fndds_food","Light ice cream, no sugar added, flavors other than chocolate","","2019-04-01"
"336613","survey_fndds_food","Light ice cream, no sugar added, chocolate","","2019-04-01"
"336614","survey_fndds_food","Light ice cream, soft serve, NS as to flavor (formerly ice milk)","","2019-04-01"
"336615","survey_fndds_food","Light ice cream, soft serve, flavors other than chocolate (formerly ice milk)","","2019-04-01"
"336616","survey_fndds_food","Light ice cream, soft serve, chocolate (formerly ice milk)","","2019-04-01"
"336617","survey_fndds_food","Light ice cream, soft serve cone, flavors other than chocolate (formerly ice milk)","","2019-04-01"
"336618","survey_fndds_food","Light ice cream, soft serve cone, chocolate (formerly ice milk)","","2019-04-01"
"336619","survey_fndds_food","Light ice cream, soft serve cone, NS as to flavor (formerly ice milk)","","2019-04-01"
"336620","survey_fndds_food","Light ice cream, soft serve, blended with candy or cookies","","2019-04-01"
"336621","survey_fndds_food","Ice cream sandwich, made with light ice cream, flavors other than chocolate","","2019-04-01"
"336622","survey_fndds_food","Ice cream sandwich, made with light chocolate ice cream","","2019-04-01"
"336623","survey_fndds_food","Ice cream sandwich, made with light, no sugar added ice cream","","2019-04-01"
"336624","survey_fndds_food","Light ice cream, bar or stick, chocolate-coated (formerly ice milk)","","2019-04-01"
"336625","survey_fndds_food","Light ice cream, bar or stick, chocolate covered, with nuts (formerly ice milk)","","2019-04-01"
"336626","survey_fndds_food","Light ice cream, cone, NFS (formerly ice milk)","","2019-04-01"
"336627","survey_fndds_food","Light ice cream, cone, flavors other than chocolate (formerly ice milk)","","2019-04-01"
"336628","survey_fndds_food","Light ice cream, cone, chocolate (formerly ice milk)","","2019-04-01"
"336629","survey_fndds_food","Light ice cream, no sugar added, cone, NS as to flavor","","2019-04-01"
"336630","survey_fndds_food","Light ice cream, no sugar added, cone, flavors other than chocolate","","2019-04-01"
"336631","survey_fndds_food","Light ice cream, no sugar added, cone, chocolate","","2019-04-01"
"336632","survey_fndds_food","Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream (formerly ice milk)","","2019-04-01"
"336633","survey_fndds_food","Light ice cream, sundae, soft serve, fruit topping, with whipped cream (formerly ice milk)","","2019-04-01"
"336634","survey_fndds_food","Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream (formerly ice milk)","","2019-04-01"
"336635","survey_fndds_food","Light ice cream, sundae, soft serve, chocolate or fudge topping (without whipped cream) (formerly ice milk)","","2019-04-01"
"336636","survey_fndds_food","Light ice cream, sundae, soft serve, fruit topping (without whipped cream) (formerly ice milk)","","2019-04-01"
"336637","survey_fndds_food","Light ice cream, sundae, soft serve, not fruit or chocolate topping (without whipped cream) (formerly ice milk)","","2019-04-01"
"336638","survey_fndds_food","Light ice cream, creamsicle or dreamsicle (formerly ice milk)","","2019-04-01"
"336639","survey_fndds_food","Light ice cream, creamsicle or dreamsicle, no sugar added ","","2019-04-01"
"336640","survey_fndds_food","Light ice cream, fudgesicle (formerly ice milk)","","2019-04-01"
"336641","survey_fndds_food","Milk dessert bar or stick, frozen, with coconut","","2019-04-01"
"336642","survey_fndds_food","Sherbet, all flavors","","2019-04-01"
"336643","survey_fndds_food","Fat free ice cream, no sugar added, chocolate","","2019-04-01"
"336644","survey_fndds_food","Fat free ice cream, no sugar added, flavors other than chocolate","","2019-04-01"
"336645","survey_fndds_food","Fat free ice cream, flavors other than chocolate","","2019-04-01"
"336646","survey_fndds_food","Fat free ice cream, chocolate","","2019-04-01"
"336647","survey_fndds_food","Fat free ice cream, NS as to flavor","","2019-04-01"
"336648","survey_fndds_food","Milk dessert bar, frozen, made from lowfat milk","","2019-04-01"
"336649","survey_fndds_food","Milk dessert sandwich bar, frozen, made from lowfat milk","","2019-04-01"
"336650","survey_fndds_food","Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk","","2019-04-01"
"336651","survey_fndds_food","Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener","","2019-04-01"
"336652","survey_fndds_food","Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)","","2019-04-01"
"336653","survey_fndds_food","Baked Alaska","","2019-04-01"
"336654","survey_fndds_food","Pudding, NFS","","2019-04-01"
"336655","survey_fndds_food","Pudding, bread","","2019-04-01"
"336656","survey_fndds_food","Puerto Rican bread pudding made with evaporated milk","","2019-04-01"
"336657","survey_fndds_food","Diplomat pudding, Puerto Rican style (Budin Diplomatico)","","2019-04-01"
"336658","survey_fndds_food","Pudding, Mexican bread (Capirotada)","","2019-04-01"
"336659","survey_fndds_food","Pudding, Mexican bread (Capirotada), lower fat","","2019-04-01"
"336660","survey_fndds_food","Pudding, chocolate, NS as to from dry mix or ready-to-eat","","2019-04-01"
"336661","survey_fndds_food","Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat","","2019-04-01"
"336662","survey_fndds_food","Rice flour cream, Puerto Rican style (manjar blanco)","","2019-04-01"
"336663","survey_fndds_food","Custard, Puerto Rican style (Maicena, Natilla)","","2019-04-01"
"336664","survey_fndds_food","Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat","","2019-04-01"
"336665","survey_fndds_food","Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat","","2019-04-01"
"336666","survey_fndds_food","Custard","","2019-04-01"
"336667","survey_fndds_food","Flan","","2019-04-01"
"336668","survey_fndds_food","Pudding, rice","","2019-04-01"
"336669","survey_fndds_food","Pudding, rice flour, with nuts (Indian dessert)","","2019-04-01"
"336670","survey_fndds_food","Pudding, tapioca, made from home recipe, made with milk","","2019-04-01"
"336671","survey_fndds_food","Pudding, tapioca, made from dry mix, made with milk","","2019-04-01"
"336672","survey_fndds_food","Pudding, tapioca, chocolate, made with milk","","2019-04-01"
"336673","survey_fndds_food","Pudding, coconut","","2019-04-01"
"336674","survey_fndds_food","Pudding, Indian (milk, molasses and cornmeal-based pudding)","","2019-04-01"
"336675","survey_fndds_food","Pudding, pumpkin","","2019-04-01"
"336676","survey_fndds_food","Puerto Rican pumpkin pudding (Flan de calabaza)","","2019-04-01"
"336677","survey_fndds_food","Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)","","2019-04-01"
"336678","survey_fndds_food","Pudding, flavors other than chocolate, prepared from dry mix, milk added","","2019-04-01"
"336679","survey_fndds_food","Pudding, chocolate, prepared from dry mix, milk added","","2019-04-01"
"336680","survey_fndds_food","Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added","","2019-04-01"
"336681","survey_fndds_food","Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added","","2019-04-01"
"336682","survey_fndds_food","Pudding, ready-to-eat, chocolate, reduced fat","","2019-04-01"
"336683","survey_fndds_food","Pudding, ready-to-eat, chocolate, fat free","","2019-04-01"
"336684","survey_fndds_food","Pudding, ready-to-eat, flavors other than chocolate, reduced fat","","2019-04-01"
"336685","survey_fndds_food","Pudding, ready-to-eat, flavors other than chocolate, fat free","","2019-04-01"
"336686","survey_fndds_food","Pudding, ready-to-eat, flavors other than chocolate","","2019-04-01"
"336687","survey_fndds_food","Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate","","2019-04-01"
"336688","survey_fndds_food","Pudding, ready-to-eat, chocolate","","2019-04-01"
"336689","survey_fndds_food","Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate","","2019-04-01"
"336690","survey_fndds_food","Pudding, ready-to-eat, chocolate and non-chocolate flavors combined","","2019-04-01"
"336691","survey_fndds_food","Pudding, ready-to-eat, tapioca","","2019-04-01"
"336692","survey_fndds_food","Pudding, ready-to-eat, tapioca, fat free","","2019-04-01"
"336693","survey_fndds_food","Pudding, with fruit and vanilla wafers","","2019-04-01"
"336694","survey_fndds_food","Mousse, chocolate","","2019-04-01"
"336695","survey_fndds_food","Mousse, not chocolate","","2019-04-01"
"336696","survey_fndds_food","Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added","","2019-04-01"
"336697","survey_fndds_food","Coconut custard, Puerto Rican style (Flan de coco)","","2019-04-01"
"336698","survey_fndds_food","Milk dessert or milk candy, Puerto Rican style (Dulce de leche)","","2019-04-01"
"336699","survey_fndds_food","Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese","","2019-04-01"
"339049","survey_fndds_food","Egg dessert, custard-like, made with water and sugar, Puerto Rican style (Tocino del cielo; Heaven's delight)","","2019-04-01"
"339050","survey_fndds_food","Zabaglione","","2019-04-01"
"339179","survey_fndds_food","Meringues","","2019-04-01"
"339372","survey_fndds_food","Tofu, frozen dessert, flavors other than chocolate","","2019-04-01"
"339373","survey_fndds_food","Tofu, frozen dessert, chocolate","","2019-04-01"
"340470","survey_fndds_food","Rice, frozen dessert, nondairy, flavors other than chocolate","","2019-04-01"
"340474","survey_fndds_food","Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered","","2019-04-01"
"340475","survey_fndds_food","Rice dessert bar, frozen, chocolate, nondairy, chocolate covered","","2019-04-01"
"340971","survey_fndds_food","Cornstarch coconut dessert, Puerto Rican style (Tembleque)","","2019-04-01"
"340972","survey_fndds_food","Cornmeal coconut dessert, Puerto Rican style (Harina de maiz con coco)","","2019-04-01"
"341159","survey_fndds_food","Noodle pudding, with milk","","2019-04-01"
"341200","survey_fndds_food","Spicy rice pudding, Puerto Rican style","","2019-04-01"
"341201","survey_fndds_food","Rice pudding made with coconut milk, Puerto Rican style","","2019-04-01"
"341422","survey_fndds_food","Calamondin, raw","","2019-04-01"
"341423","survey_fndds_food","Grapefruit, raw","","2019-04-01"
"341424","survey_fndds_food","Grapefruit, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341425","survey_fndds_food","Grapefruit, canned or frozen, unsweetened, water pack","","2019-04-01"
"341426","survey_fndds_food","Grapefruit, canned or frozen, in light syrup","","2019-04-01"
"341427","survey_fndds_food","Grapefruit and orange sections, raw","","2019-04-01"
"341428","survey_fndds_food","Grapefruit and orange sections, cooked, canned, or frozen, NS as to added sweetener","","2019-04-01"
"341429","survey_fndds_food","Grapefruit and orange sections, cooked, canned, or frozen, unsweetened, water pack","","2019-04-01"
"341430","survey_fndds_food","Grapefruit and orange sections, cooked, canned, or frozen, in light syrup","","2019-04-01"
"341431","survey_fndds_food","Kumquat, raw","","2019-04-01"
"341432","survey_fndds_food","Kumquat, cooked or canned, in syrup","","2019-04-01"
"341433","survey_fndds_food","Lemon, raw","","2019-04-01"
"341435","survey_fndds_food","Lime, raw","","2019-04-01"
"341436","survey_fndds_food","Orange, raw","","2019-04-01"
"341437","survey_fndds_food","Orange, sections, canned, juice pack","","2019-04-01"
"341438","survey_fndds_food","Orange, mandarin, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341439","survey_fndds_food","Orange, mandarin, canned or frozen, juice pack","","2019-04-01"
"341440","survey_fndds_food","Orange, mandarin, canned or frozen, in light syrup","","2019-04-01"
"341441","survey_fndds_food","Orange, mandarin, canned or frozen, drained","","2019-04-01"
"341442","survey_fndds_food","Tangelo, raw","","2019-04-01"
"341443","survey_fndds_food","Tangerine, raw","","2019-04-01"
"341465","survey_fndds_food","Fruit, dried, NFS (assume uncooked)","","2019-04-01"
"341466","survey_fndds_food","Fruit mixture, dried (mixture includes three or more of the following: apples, apricots, dates, papaya, peaches, pears, pineapples, prunes, raisins)","","2019-04-01"
"341467","survey_fndds_food","Apple, dried, uncooked","","2019-04-01"
"341468","survey_fndds_food","Apple, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341469","survey_fndds_food","Apple, dried, cooked, unsweetened","","2019-04-01"
"341470","survey_fndds_food","Apple, dried, cooked, with sugar","","2019-04-01"
"341471","survey_fndds_food","Apple chips","","2019-04-01"
"341472","survey_fndds_food","Apricot, dried, uncooked","","2019-04-01"
"341473","survey_fndds_food","Apricot, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341474","survey_fndds_food","Apricot, dried, cooked, unsweetened","","2019-04-01"
"341475","survey_fndds_food","Apricot, dried, cooked, with sugar","","2019-04-01"
"341476","survey_fndds_food","Blueberries, dried","","2019-04-01"
"341477","survey_fndds_food","Cherries, dried","","2019-04-01"
"341478","survey_fndds_food","Banana flakes, dehydrated","","2019-04-01"
"341479","survey_fndds_food","Banana chips","","2019-04-01"
"341480","survey_fndds_food","Currants, dried","","2019-04-01"
"341481","survey_fndds_food","Cranberries, dried","","2019-04-01"
"341482","survey_fndds_food","Date","","2019-04-01"
"341483","survey_fndds_food","Fig, dried, uncooked","","2019-04-01"
"341484","survey_fndds_food","Fig, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341485","survey_fndds_food","Fig, dried, cooked, unsweetened","","2019-04-01"
"341486","survey_fndds_food","Fig, dried, cooked, with sugar","","2019-04-01"
"341487","survey_fndds_food","Lychee, dried (lychee nuts)","","2019-04-01"
"341488","survey_fndds_food","Mango, dried","","2019-04-01"
"341489","survey_fndds_food","Papaya, dried","","2019-04-01"
"341490","survey_fndds_food","Peach, dried, uncooked","","2019-04-01"
"341491","survey_fndds_food","Peach, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341492","survey_fndds_food","Peach, dried, cooked, unsweetened","","2019-04-01"
"341493","survey_fndds_food","Peach, dried, cooked, with sugar","","2019-04-01"
"341494","survey_fndds_food","Pear, dried, uncooked","","2019-04-01"
"341495","survey_fndds_food","Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341496","survey_fndds_food","Pear, dried, cooked, unsweetened","","2019-04-01"
"341497","survey_fndds_food","Pear, dried, cooked, with sugar","","2019-04-01"
"341498","survey_fndds_food","Pineapple, dried","","2019-04-01"
"341499","survey_fndds_food","Plum, rock salt, dried","","2019-04-01"
"341500","survey_fndds_food","Prune, dried, uncooked","","2019-04-01"
"341501","survey_fndds_food","Prune, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341502","survey_fndds_food","Prune, dried, cooked, unsweetened","","2019-04-01"
"341503","survey_fndds_food","Prune, dried, cooked, with sugar","","2019-04-01"
"341504","survey_fndds_food","Raisins","","2019-04-01"
"341505","survey_fndds_food","Raisins, cooked","","2019-04-01"
"341506","survey_fndds_food","Tamarind pulp, dried, sweetened (""Pulpitas"")","","2019-04-01"
"341507","survey_fndds_food","Fruit, NS as to type","","2019-04-01"
"341508","survey_fndds_food","Apple, raw","","2019-04-01"
"341509","survey_fndds_food","Applesauce, stewed apples, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341510","survey_fndds_food","Applesauce, stewed apples, unsweetened","","2019-04-01"
"341511","survey_fndds_food","Applesauce, stewed apples, with sugar","","2019-04-01"
"341512","survey_fndds_food","Applesauce, stewed apples, sweetened with low calorie sweetener","","2019-04-01"
"341513","survey_fndds_food","Applesauce with other fruits","","2019-04-01"
"341514","survey_fndds_food","Apple, cooked or canned, with syrup","","2019-04-01"
"341515","survey_fndds_food","Apple, baked, NS as to added sweetener","","2019-04-01"
"341516","survey_fndds_food","Apple, baked, unsweetened","","2019-04-01"
"341517","survey_fndds_food","Apple, baked, with sugar","","2019-04-01"
"341518","survey_fndds_food","Apple rings, fried","","2019-04-01"
"341519","survey_fndds_food","Apple, pickled","","2019-04-01"
"341520","survey_fndds_food","Apple, fried","","2019-04-01"
"341521","survey_fndds_food","Apricot, raw","","2019-04-01"
"341522","survey_fndds_food","Apricot, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341523","survey_fndds_food","Apricot, cooked or canned, unsweetened, water pack","","2019-04-01"
"341524","survey_fndds_food","Apricot, cooked or canned, in heavy syrup","","2019-04-01"
"341525","survey_fndds_food","Apricot, cooked or canned, in light syrup","","2019-04-01"
"341526","survey_fndds_food","Apricot, cooked or canned, drained solids","","2019-04-01"
"341527","survey_fndds_food","Apricot, cooked or canned, juice pack","","2019-04-01"
"341529","survey_fndds_food","Banana, raw","","2019-04-01"
"341530","survey_fndds_food","Banana, white, ripe (guineo blanco maduro)","","2019-04-01"
"341531","survey_fndds_food","Banana, Chinese, raw","","2019-04-01"
"341532","survey_fndds_food","Banana, red, ripe (guineo morado)","","2019-04-01"
"341533","survey_fndds_food","Banana, red, fried","","2019-04-01"
"341534","survey_fndds_food","Banana, baked","","2019-04-01"
"341535","survey_fndds_food","Banana, ripe, fried","","2019-04-01"
"341536","survey_fndds_food","Banana, ripe, boiled","","2019-04-01"
"341537","survey_fndds_food","Banana, batter-dipped, fried","","2019-04-01"
"341538","survey_fndds_food","Cantaloupe (muskmelon), raw","","2019-04-01"
"341539","survey_fndds_food","Cantaloupe, frozen (balls)","","2019-04-01"
"341540","survey_fndds_food","Carambola (starfruit), raw","","2019-04-01"
"341541","survey_fndds_food","Carambola (starfruit), cooked, with sugar","","2019-04-01"
"341542","survey_fndds_food","Cassaba melon, raw","","2019-04-01"
"341543","survey_fndds_food","Cherries, maraschino","","2019-04-01"
"341544","survey_fndds_food","Cherries, sour, red, raw","","2019-04-01"
"341547","survey_fndds_food","Cherries, sour, red, cooked, unsweetened","","2019-04-01"
"341548","survey_fndds_food","Cherries, sweet, raw (Queen Anne, Bing)","","2019-04-01"
"341549","survey_fndds_food","Cherries, sweet, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341550","survey_fndds_food","Cherries, sweet, cooked, unsweetened, water pack","","2019-04-01"
"341551","survey_fndds_food","Cherries, sweet, cooked or canned, in heavy syrup","","2019-04-01"
"341552","survey_fndds_food","Cherries, sweet, cooked or canned, in light syrup","","2019-04-01"
"341553","survey_fndds_food","Cherries, sweet, cooked or canned, drained solids","","2019-04-01"
"341554","survey_fndds_food","Cherries, sweet, cooked or canned, juice pack","","2019-04-01"
"341555","survey_fndds_food","Cherries, frozen","","2019-04-01"
"341556","survey_fndds_food","Currants, raw","","2019-04-01"
"341557","survey_fndds_food","Fig, raw","","2019-04-01"
"341558","survey_fndds_food","Fig, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341559","survey_fndds_food","Fig, cooked or canned, unsweetened, water pack","","2019-04-01"
"341560","survey_fndds_food","Fig, cooked or canned, in heavy syrup","","2019-04-01"
"341561","survey_fndds_food","Figs, cooked or canned, in light syrup","","2019-04-01"
"341562","survey_fndds_food","Grapes, raw, NS as to type","","2019-04-01"
"341563","survey_fndds_food","Grapes, European type, adherent skin, raw","","2019-04-01"
"341564","survey_fndds_food","Grapes, American type, slip skin, raw","","2019-04-01"
"341565","survey_fndds_food","Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","","2019-04-01"
"341566","survey_fndds_food","Grapes, seedless, cooked or canned, unsweetened, water pack","","2019-04-01"
"341567","survey_fndds_food","Grapes, seedless, cooked or canned, in heavy syrup","","2019-04-01"
"341568","survey_fndds_food","Guava, raw","","2019-04-01"
