"fdc_id","data_type","description","food_category_id","publication_date"
"337511","survey_fndds_food","Ham, luncheon meat, chopped, minced, pressed, spiced, lowfat, not canned","","2019-04-01"
"337512","survey_fndds_food","Ham and pork, luncheon meat, chopped, minced, pressed, spiced, canned","","2019-04-01"
"337513","survey_fndds_food","Ham, pork and chicken, luncheon meat, chopped, minced, pressed, spiced, canned","","2019-04-01"
"337514","survey_fndds_food","Ham, pork, and chicken, luncheon meat, chopped, minced, pressed, spiced, canned, reduced sodium","","2019-04-01"
"337515","survey_fndds_food","Liverwurst","","2019-04-01"
"337516","survey_fndds_food","Luncheon loaf (olive, pickle, or pimiento)","","2019-04-01"
"337517","survey_fndds_food","Sandwich loaf, luncheon meat","","2019-04-01"
"337518","survey_fndds_food","Turkey ham, sliced, extra lean, prepackaged or deli, luncheon meat","","2019-04-01"
"337519","survey_fndds_food","Turkey ham","","2019-04-01"
"337520","survey_fndds_food","Turkey pastrami","","2019-04-01"
"337521","survey_fndds_food","Turkey salami","","2019-04-01"
"337522","survey_fndds_food","Turkey or chicken breast, prepackaged or deli, luncheon meat","","2019-04-01"
"337523","survey_fndds_food","Turkey or chicken breast, low salt, prepackaged or deli, luncheon meat","","2019-04-01"
"337524","survey_fndds_food","Beef, sliced, prepackaged or deli, luncheon meat","","2019-04-01"
"337525","survey_fndds_food","Corned beef, pressed","","2019-04-01"
"337526","survey_fndds_food","Meat spread or potted meat, NFS","","2019-04-01"
"337527","survey_fndds_food","Chicken salad spread","","2019-04-01"
"337528","survey_fndds_food","Ham, deviled or potted","","2019-04-01"
"337529","survey_fndds_food","Ham salad spread","","2019-04-01"
"337530","survey_fndds_food","Roast beef spread","","2019-04-01"
"337531","survey_fndds_food","Corned beef spread","","2019-04-01"
"337717","survey_fndds_food","Perch, coated, fried, made without fat","","2019-04-01"
"337718","survey_fndds_food","Perch, coated, fried, made with cooking spray","","2019-04-01"
"337719","survey_fndds_food","Perch, steamed or poached","","2019-04-01"
"337720","survey_fndds_food","Pike, cooked, NS as to cooking method","","2019-04-01"
"337721","survey_fndds_food","Pike, baked or broiled, fat added in cooking","","2019-04-01"
"337722","survey_fndds_food","Pike, baked or broiled, fat not added in cooking","","2019-04-01"
"337723","survey_fndds_food","Pike, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337724","survey_fndds_food","Pike, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337725","survey_fndds_food","Pike, coated, fried","","2019-04-01"
"337726","survey_fndds_food","Pike, steamed or poached","","2019-04-01"
"337727","survey_fndds_food","Pompano, raw","","2019-04-01"
"337728","survey_fndds_food","Pompano, cooked, NS as to cooking method","","2019-04-01"
"337729","survey_fndds_food","Pompano, baked or broiled, fat added in cooking","","2019-04-01"
"337730","survey_fndds_food","Pompano, baked or broiled, fat not added in cooking","","2019-04-01"
"337731","survey_fndds_food","Pompano, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337732","survey_fndds_food","Pompano, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337733","survey_fndds_food","Pompano, coated, fried","","2019-04-01"
"337734","survey_fndds_food","Pompano, steamed or poached","","2019-04-01"
"337735","survey_fndds_food","Pompano, smoked","","2019-04-01"
"337736","survey_fndds_food","Porgy, raw","","2019-04-01"
"337737","survey_fndds_food","Porgy, cooked, NS as to cooking method","","2019-04-01"
"337738","survey_fndds_food","Porgy, baked or broiled, fat added in cooking","","2019-04-01"
"337739","survey_fndds_food","Porgy, baked or broiled, fat not added in cooking","","2019-04-01"
"337740","survey_fndds_food","Porgy, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337741","survey_fndds_food","Porgy, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337742","survey_fndds_food","Porgy, coated, fried","","2019-04-01"
"337743","survey_fndds_food","Porgy, steamed or poached","","2019-04-01"
"337744","survey_fndds_food","Ray, cooked, NS as to cooking method","","2019-04-01"
"337745","survey_fndds_food","Ray, baked or broiled, fat added in cooking","","2019-04-01"
"337746","survey_fndds_food","Ray, baked or broiled, fat not added in cooking","","2019-04-01"
"337747","survey_fndds_food","Ray, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337748","survey_fndds_food","Ray, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337749","survey_fndds_food","Ray, coated, fried","","2019-04-01"
"337750","survey_fndds_food","Ray, steamed or poached","","2019-04-01"
"337751","survey_fndds_food","Salmon, raw","","2019-04-01"
"337752","survey_fndds_food","Salmon, cooked, NS as to cooking method","","2019-04-01"
"337753","survey_fndds_food","Salmon, baked or broiled, made with oil","","2019-04-01"
"337754","survey_fndds_food","Salmon, baked or broiled, made with butter","","2019-04-01"
"337755","survey_fndds_food","Salmon, baked or broiled, made with margarine","","2019-04-01"
"337756","survey_fndds_food","Salmon, baked or broiled, made without fat","","2019-04-01"
"337757","survey_fndds_food","Salmon, baked or broiled, made with cooking spray","","2019-04-01"
"337758","survey_fndds_food","Salmon, coated, baked or broiled, made with oil","","2019-04-01"
"337759","survey_fndds_food","Salmon, coated, baked or broiled, made with butter","","2019-04-01"
"337760","survey_fndds_food","Salmon, coated, baked or broiled, made with margarine","","2019-04-01"
"337761","survey_fndds_food","Salmon, coated, baked or broiled, made without fat","","2019-04-01"
"337762","survey_fndds_food","Salmon, coated, baked or broiled, made with cooking spray","","2019-04-01"
"337763","survey_fndds_food","Salmon, coated, fried, made with oil","","2019-04-01"
"337764","survey_fndds_food","Salmon, coated, fried, made with butter","","2019-04-01"
"337765","survey_fndds_food","Salmon, coated, fried, made with margarine","","2019-04-01"
"337766","survey_fndds_food","Salmon, coated, fried, made without fat","","2019-04-01"
"337767","survey_fndds_food","Salmon, coated, fried, made with cooking spray","","2019-04-01"
"337768","survey_fndds_food","Salmon, steamed or poached","","2019-04-01"
"337769","survey_fndds_food","Salmon, dried","","2019-04-01"
"337770","survey_fndds_food","Salmon, canned","","2019-04-01"
"337771","survey_fndds_food","Salmon, smoked","","2019-04-01"
"337772","survey_fndds_food","Sardines, cooked","","2019-04-01"
"337773","survey_fndds_food","Sardines, dried","","2019-04-01"
"337774","survey_fndds_food","Sardines, canned in oil","","2019-04-01"
"337775","survey_fndds_food","Sardines, skinless, boneless, packed in water","","2019-04-01"
"337776","survey_fndds_food","Sea bass, cooked, NS as to cooking method","","2019-04-01"
"337777","survey_fndds_food","Sea bass, baked or broiled, fat added in cooking","","2019-04-01"
"337778","survey_fndds_food","Sea bass, baked or broiled, fat not added in cooking","","2019-04-01"
"337779","survey_fndds_food","Sea bass, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337780","survey_fndds_food","Sea bass, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337781","survey_fndds_food","Sea bass, coated, fried","","2019-04-01"
"337782","survey_fndds_food","Sea bass, steamed or poached","","2019-04-01"
"337783","survey_fndds_food","Sea bass, pickled (Mero en escabeche)","","2019-04-01"
"337784","survey_fndds_food","Shark, cooked, NS as to cooking method","","2019-04-01"
"337785","survey_fndds_food","Shark, baked or broiled, fat added in cooking","","2019-04-01"
"337786","survey_fndds_food","Shark, baked or broiled, fat not added in cooking","","2019-04-01"
"337787","survey_fndds_food","Shark, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337788","survey_fndds_food","Shark, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337789","survey_fndds_food","Shark, coated, fried","","2019-04-01"
"337790","survey_fndds_food","Shark, steamed or poached","","2019-04-01"
"337791","survey_fndds_food","Sturgeon, cooked, NS as to cooking method","","2019-04-01"
"337792","survey_fndds_food","Sturgeon, baked or broiled, fat added in cooking","","2019-04-01"
"337793","survey_fndds_food","Sturgeon, steamed","","2019-04-01"
"337794","survey_fndds_food","Sturgeon, coated, fried","","2019-04-01"
"337795","survey_fndds_food","Sturgeon, smoked","","2019-04-01"
"337796","survey_fndds_food","Swordfish, cooked, NS as to cooking method","","2019-04-01"
"337797","survey_fndds_food","Swordfish, baked or broiled, fat added in cooking","","2019-04-01"
"337798","survey_fndds_food","Swordfish, baked or broiled, fat not added in cooking","","2019-04-01"
"337799","survey_fndds_food","Swordfish, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337800","survey_fndds_food","Swordfish, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337801","survey_fndds_food","Swordfish, coated, fried","","2019-04-01"
"337802","survey_fndds_food","Swordfish, steamed or poached","","2019-04-01"
"337803","survey_fndds_food","Trout, cooked, NS as to cooking method","","2019-04-01"
"337804","survey_fndds_food","Trout, baked or broiled, made with oil","","2019-04-01"
"337805","survey_fndds_food","Trout, baked or broiled, made with butter","","2019-04-01"
"337806","survey_fndds_food","Trout, baked or broiled, made with margarine","","2019-04-01"
"337807","survey_fndds_food","Trout, baked or broiled, made without fat","","2019-04-01"
"337808","survey_fndds_food","Trout, baked or broiled, made with cooking spray","","2019-04-01"
"337809","survey_fndds_food","Trout, coated, baked or broiled, made with oil","","2019-04-01"
"337810","survey_fndds_food","Trout, coated, baked or broiled, made with butter","","2019-04-01"
"337811","survey_fndds_food","Trout, coated, baked or broiled, made with margarine","","2019-04-01"
"337812","survey_fndds_food","Trout, coated, baked or broiled, made without fat","","2019-04-01"
"337813","survey_fndds_food","Trout, coated, baked or broiled, made with cooking spray","","2019-04-01"
"337814","survey_fndds_food","Trout, coated, fried, made with oil","","2019-04-01"
"337815","survey_fndds_food","Trout, coated, fried, made with butter","","2019-04-01"
"337816","survey_fndds_food","Trout, coated, fried, made with margarine","","2019-04-01"
"337817","survey_fndds_food","Trout, coated, fried, made without fat","","2019-04-01"
"337818","survey_fndds_food","Trout, coated, fried, made with cooking spray","","2019-04-01"
"337819","survey_fndds_food","Trout, steamed or poached","","2019-04-01"
"337820","survey_fndds_food","Trout, smoked","","2019-04-01"
"337821","survey_fndds_food","Tuna, fresh, raw","","2019-04-01"
"337822","survey_fndds_food","Tuna, fresh, cooked, NS as to cooking method","","2019-04-01"
"337823","survey_fndds_food","Tuna, fresh, baked or broiled, fat added in cooking","","2019-04-01"
"337824","survey_fndds_food","Tuna, fresh, baked or broiled, fat not added in cooking","","2019-04-01"
"337825","survey_fndds_food","Tuna, fresh, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337826","survey_fndds_food","Tuna, fresh, coated, baked or broiled, fat not added ","","2019-04-01"
"337827","survey_fndds_food","Tuna, fresh, coated, fried","","2019-04-01"
"337828","survey_fndds_food","Tuna, fresh, steamed or poached","","2019-04-01"
"337829","survey_fndds_food","Tuna, fresh, dried","","2019-04-01"
"337830","survey_fndds_food","Tuna, fresh, smoked","","2019-04-01"
"337831","survey_fndds_food","Tuna, canned, NS as to oil or water pack","","2019-04-01"
"337832","survey_fndds_food","Tuna, canned, oil pack","","2019-04-01"
"337833","survey_fndds_food","Tuna, canned, water pack","","2019-04-01"
"337834","survey_fndds_food","Whiting, cooked, NS as to cooking method","","2019-04-01"
"337835","survey_fndds_food","Whiting, baked or broiled, made with oil","","2019-04-01"
"337836","survey_fndds_food","Whiting, baked or broiled, made with butter","","2019-04-01"
"337837","survey_fndds_food","Whiting, baked or broiled, made with margarine","","2019-04-01"
"337838","survey_fndds_food","Whiting, baked or broiled, made without fat","","2019-04-01"
"337839","survey_fndds_food","Whiting, baked or broiled, made with cooking spray","","2019-04-01"
"337840","survey_fndds_food","Whiting, coated, baked or broiled, made with oil","","2019-04-01"
"337841","survey_fndds_food","Whiting, coated, baked or broiled, made with butter","","2019-04-01"
"337842","survey_fndds_food","Whiting, coated, baked or broiled, made with margarine","","2019-04-01"
"337843","survey_fndds_food","Whiting, coated, baked or broiled, made without fat","","2019-04-01"
"337844","survey_fndds_food","Whiting, coated, baked or broiled, made with cooking spray","","2019-04-01"
"337845","survey_fndds_food","Whiting, coated, fried, made with oil","","2019-04-01"
"337846","survey_fndds_food","Whiting, coated, fried, made with butter","","2019-04-01"
"337847","survey_fndds_food","Whiting, coated, fried, made with margarine","","2019-04-01"
"337848","survey_fndds_food","Whiting, coated, fried, made without fat","","2019-04-01"
"337849","survey_fndds_food","Whiting, coated, fried, made with cooking spray","","2019-04-01"
"337850","survey_fndds_food","Whiting, steamed or poached","","2019-04-01"
"337851","survey_fndds_food","Tilapia, cooked, NS as to cooking method","","2019-04-01"
"337852","survey_fndds_food","Tilapia, baked or broiled, made with oil","","2019-04-01"
"337853","survey_fndds_food","Tilapia, baked or broiled, made with butter","","2019-04-01"
"337854","survey_fndds_food","Tilapia, baked or broiled, made with margarine","","2019-04-01"
"337855","survey_fndds_food","Tilapia, baked or broiled, made without fat","","2019-04-01"
"337856","survey_fndds_food","Tilapia, baked or broiled, made with cooking spray","","2019-04-01"
"337857","survey_fndds_food","Tilapia, coated, baked or broiled, made  with oil","","2019-04-01"
"337858","survey_fndds_food","Tilapia, coated, baked or broiled, made with butter","","2019-04-01"
"337859","survey_fndds_food","Tilapia, coated, baked or broiled, made with margarine","","2019-04-01"
"337860","survey_fndds_food","Tilapia, coated, baked or broiled, made without fat","","2019-04-01"
"337861","survey_fndds_food","Tilapia, coated, baked or broiled, made with cooking spray","","2019-04-01"
"337862","survey_fndds_food","Tilapia, coated, fried, made with oil","","2019-04-01"
"337863","survey_fndds_food","Tilapia, coated, fried, made with butter","","2019-04-01"
"337864","survey_fndds_food","Tilapia, coated, fried, made with margarine","","2019-04-01"
"337865","survey_fndds_food","Tilapia, coated, fried, made without fat","","2019-04-01"
"337866","survey_fndds_food","Tilapia, coated, fried, made with cooking spray","","2019-04-01"
"337867","survey_fndds_food","Tilapia, steamed or poached","","2019-04-01"
"337868","survey_fndds_food","Frog legs, NS as to cooking method","","2019-04-01"
"337869","survey_fndds_food","Frog legs, steamed","","2019-04-01"
"337870","survey_fndds_food","Octopus, cooked, NS as to cooking method","","2019-04-01"
"337871","survey_fndds_food","Octopus, steamed","","2019-04-01"
"337872","survey_fndds_food","Octopus, dried","","2019-04-01"
"337873","survey_fndds_food","Octopus, dried, boiled","","2019-04-01"
"337874","survey_fndds_food","Octopus, smoked","","2019-04-01"
"337875","survey_fndds_food","Roe, shad, cooked","","2019-04-01"
"337876","survey_fndds_food","Roe, herring","","2019-04-01"
"337877","survey_fndds_food","Roe, sturgeon","","2019-04-01"
"337878","survey_fndds_food","Squid, raw","","2019-04-01"
"337879","survey_fndds_food","Squid, baked or broiled, fat added in cooking","","2019-04-01"
"337880","survey_fndds_food","Squid, baked or broiled, fat not added in cooking","","2019-04-01"
"337881","survey_fndds_food","Squid, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337882","survey_fndds_food","Squid, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337883","survey_fndds_food","Squid, coated, fried","","2019-04-01"
"337884","survey_fndds_food","Squid, steamed or boiled","","2019-04-01"
"337885","survey_fndds_food","Squid, dried","","2019-04-01"
"337886","survey_fndds_food","Squid, pickled","","2019-04-01"
"337887","survey_fndds_food","Squid, canned","","2019-04-01"
"337888","survey_fndds_food","Turtle (terrapin), cooked, NS as to cooking method","","2019-04-01"
"337889","survey_fndds_food","Abalone, cooked, NS as to cooking method","","2019-04-01"
"337890","survey_fndds_food","Abalone, floured or breaded, fried","","2019-04-01"
"337891","survey_fndds_food","Abalone, steamed or poached","","2019-04-01"
"337892","survey_fndds_food","Clams, raw","","2019-04-01"
"337893","survey_fndds_food","Clams, cooked, NS as to cooking method","","2019-04-01"
"337894","survey_fndds_food","Clams, baked or broiled, fat added in cooking","","2019-04-01"
"337895","survey_fndds_food","Clams, baked or broiled, fat not added in cooking","","2019-04-01"
"337896","survey_fndds_food","Clams, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337897","survey_fndds_food","Clams, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337898","survey_fndds_food","Clams, coated, fried","","2019-04-01"
"337899","survey_fndds_food","Clams, steamed or boiled","","2019-04-01"
"337900","survey_fndds_food","Clams, canned","","2019-04-01"
"337901","survey_fndds_food","Clams, smoked, in oil","","2019-04-01"
"337902","survey_fndds_food","Crab, cooked, NS as to cooking method","","2019-04-01"
"337903","survey_fndds_food","Crab, baked or broiled, fat added in cooking","","2019-04-01"
"337904","survey_fndds_food","Crab, baked or broiled, fat not added in cooking","","2019-04-01"
"337905","survey_fndds_food","Crab, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337906","survey_fndds_food","Crab, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337907","survey_fndds_food","Crab, hard shell, steamed","","2019-04-01"
"337908","survey_fndds_food","Crab, canned","","2019-04-01"
"337909","survey_fndds_food","Crab, soft shell, coated, fried","","2019-04-01"
"337910","survey_fndds_food","Crayfish, coated, fried","","2019-04-01"
"337911","survey_fndds_food","Crayfish, boiled or steamed","","2019-04-01"
"337912","survey_fndds_food","Lobster, cooked, NS as to cooking method","","2019-04-01"
"337913","survey_fndds_food","Lobster, baked or broiled, fat added in cooking","","2019-04-01"
"337914","survey_fndds_food","Lobster, baked or broiled, fat not added in cooking","","2019-04-01"
"337915","survey_fndds_food","Lobster, coated, fried","","2019-04-01"
"337916","survey_fndds_food","Lobster, steamed or boiled","","2019-04-01"
"337917","survey_fndds_food","Lobster, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337918","survey_fndds_food","Lobster, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337919","survey_fndds_food","Lobster, canned","","2019-04-01"
"337920","survey_fndds_food","Mussels, raw","","2019-04-01"
"337921","survey_fndds_food","Mussels, cooked, NS as to cooking method","","2019-04-01"
"337922","survey_fndds_food","Mussels, steamed or poached","","2019-04-01"
"337923","survey_fndds_food","Oysters, raw","","2019-04-01"
"337924","survey_fndds_food","Oysters, cooked, NS as to cooking method","","2019-04-01"
"337925","survey_fndds_food","Oysters, baked or broiled, fat added in cooking","","2019-04-01"
"337926","survey_fndds_food","Oysters, baked or broiled, fat not added in cooking","","2019-04-01"
"337927","survey_fndds_food","Oysters, steamed","","2019-04-01"
"337928","survey_fndds_food","Oysters, coated, fried","","2019-04-01"
"337929","survey_fndds_food","Oysters, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337930","survey_fndds_food","Oysters, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337931","survey_fndds_food","Oysters, canned","","2019-04-01"
"337932","survey_fndds_food","Oysters, smoked","","2019-04-01"
"337933","survey_fndds_food","Scallops, cooked, NS as to cooking method","","2019-04-01"
"337934","survey_fndds_food","Scallops, baked or broiled, fat added in cooking","","2019-04-01"
"337935","survey_fndds_food","Scallops, baked or broiled, fat not added in cooking","","2019-04-01"
"337936","survey_fndds_food","Scallops, steamed or boiled","","2019-04-01"
"337937","survey_fndds_food","Scallops, coated, fried","","2019-04-01"
"337938","survey_fndds_food","Scallops, coated, baked or broiled, fat added in cooking","","2019-04-01"
"337939","survey_fndds_food","Scallops, coated, baked or broiled, fat not added in cooking","","2019-04-01"
"337940","survey_fndds_food","Shrimp, cooked, NS as to cooking method","","2019-04-01"
"337941","survey_fndds_food","Shrimp, baked or broiled, made with oil","","2019-04-01"
"337942","survey_fndds_food","Shrimp, baked or broiled, made with butter","","2019-04-01"
"337943","survey_fndds_food","Shrimp, baked or broiled, made with margarine","","2019-04-01"
"337944","survey_fndds_food","Shrimp, baked or broiled, made without fat","","2019-04-01"
"337945","survey_fndds_food","Shrimp, baked or broiled, made with cooking spray","","2019-04-01"
"337946","survey_fndds_food","Shrimp, steamed or boiled","","2019-04-01"
"337947","survey_fndds_food","Shrimp, coated, fried, made with oil","","2019-04-01"
"337948","survey_fndds_food","Shrimp, coated, fried, made with butter","","2019-04-01"
"337949","survey_fndds_food","Shrimp, coated, fried, made with margarine","","2019-04-01"
"337950","survey_fndds_food","Shrimp, coated, fried, made without fat","","2019-04-01"
"337951","survey_fndds_food","Shrimp, coated, fried, made with cooking spray","","2019-04-01"
"337952","survey_fndds_food","Shrimp, coated, fried, from fast food / restaurant","","2019-04-01"
"337953","survey_fndds_food","Shrimp, coated, baked or broiled, made with oil","","2019-04-01"
"337954","survey_fndds_food","Shrimp, coated, baked or broiled, made with butter","","2019-04-01"
"337955","survey_fndds_food","Shrimp, coated, baked or broiled, made with margarine","","2019-04-01"
"337956","survey_fndds_food","Shrimp, coated, baked or broiled, made without fat","","2019-04-01"
"337957","survey_fndds_food","Shrimp, coated, baked or broiled, made with cooking spray","","2019-04-01"
"337958","survey_fndds_food","Shrimp, dried","","2019-04-01"
"337959","survey_fndds_food","Shrimp, canned","","2019-04-01"
"337960","survey_fndds_food","Snails, cooked, NS as to cooking method","","2019-04-01"
"337961","survey_fndds_food","Beef with tomato-based sauce (mixture)","","2019-04-01"
"337963","survey_fndds_food","Beef goulash","","2019-04-01"
"337964","survey_fndds_food","Beef burgundy (beef bourguignonne)","","2019-04-01"
"337965","survey_fndds_food","Mexican style beef stew, no potatoes, tomato-based sauce (mixture) (Carne guisada sin papas)","","2019-04-01"
"337966","survey_fndds_food","Mexican style beef stew, no potatoes, with chili peppers, tomato-based sauce (mixture) (Carne guisada con chile)","","2019-04-01"
"337967","survey_fndds_food","Chili con carne, NS as to beans","","2019-04-01"
"337968","survey_fndds_food","Chili con carne with beans, from restaurant","","2019-04-01"
"337969","survey_fndds_food","Chili con carne with beans, home recipe","","2019-04-01"
"337970","survey_fndds_food","Chili con carne with beans, canned","","2019-04-01"
"337971","survey_fndds_food","Chili con carne with beans","","2019-04-01"
"337972","survey_fndds_food","Chili con carne without beans","","2019-04-01"
"337973","survey_fndds_food","Chili con carne, NS as to beans, with cheese","","2019-04-01"
"337974","survey_fndds_food","Chili con carne with beans and cheese","","2019-04-01"
"337975","survey_fndds_food","Beef sloppy joe (no bun)","","2019-04-01"
"337976","survey_fndds_food","Beef with gravy (mixture)","","2019-04-01"
"337977","survey_fndds_food","Salisbury steak with gravy (mixture)","","2019-04-01"
"337978","survey_fndds_food","Beef with cream or white sauce (mixture)","","2019-04-01"
"337979","survey_fndds_food","Beef stroganoff","","2019-04-01"
"337980","survey_fndds_food","Creamed chipped or dried beef","","2019-04-01"
"337981","survey_fndds_food","Swedish meatballs with cream or white sauce (mixture)","","2019-04-01"
"337982","survey_fndds_food","Beef with (mushroom) soup (mixture)","","2019-04-01"
"337985","survey_fndds_food","Beef curry","","2019-04-01"
"337986","survey_fndds_food","Beef with barbecue sauce (mixture)","","2019-04-01"
"337988","survey_fndds_food","Stewed, seasoned, ground beef, Mexican style (Picadillo de carne de rez)","","2019-04-01"
"337989","survey_fndds_food","Steak tartare (raw ground beef and egg)","","2019-04-01"
"337990","survey_fndds_food","Meatballs, Puerto Rican style (Albondigas guisadas)","","2019-04-01"
"337991","survey_fndds_food","Stewed seasoned ground beef, Puerto Rican style (Picadillo guisado, picadillo de carne)","","2019-04-01"
"337992","survey_fndds_food","Stewed dried beef, Puerto Rican style (Tasajo guisado, carne cecina guisada)","","2019-04-01"
"337993","survey_fndds_food","Stuffed pot roast, Puerto Rican style, NFS (assume with gravy and stuffing)","","2019-04-01"
"337994","survey_fndds_food","Puerto Rican style beef stew, meat with gravy (potatoes reported separately)","","2019-04-01"
"337995","survey_fndds_food","Ham or pork with gravy (mixture)","","2019-04-01"
"337996","survey_fndds_food","Ham or pork with barbecue sauce (mixture)","","2019-04-01"
"337998","survey_fndds_food","Ham stroganoff","","2019-04-01"
"337999","survey_fndds_food","Ham or pork with (mushroom) soup (mixture)","","2019-04-01"
"338000","survey_fndds_food","Ham or pork with tomato-based sauce (mixture)","","2019-04-01"
"338001","survey_fndds_food","Sausage with tomato-based sauce (mixture)","","2019-04-01"
"338002","survey_fndds_food","Sausage gravy","","2019-04-01"
"338003","survey_fndds_food","Mexican style pork stew, no potatoes, tomato-based sauce (mixture) (cerdo guisado sin papas)","","2019-04-01"
"338005","survey_fndds_food","Pork curry","","2019-04-01"
"338006","survey_fndds_food","Frankfurter or hot dog, with chili, no bun","","2019-04-01"
"338007","survey_fndds_food","Frankfurters or hot dogs with tomato-based sauce (mixture)","","2019-04-01"
"338008","survey_fndds_food","Pork with chili and tomatoes (mixture) (Puerco con chile)","","2019-04-01"
"338009","survey_fndds_food","Stewed pork, Puerto Rican style","","2019-04-01"
"338010","survey_fndds_food","Chili con carne with beans, made with pork","","2019-04-01"
"338011","survey_fndds_food","Lamb or mutton with gravy (mixture)","","2019-04-01"
"338013","survey_fndds_food","Lamb or mutton goulash","","2019-04-01"
"338014","survey_fndds_food","Lamb or mutton curry","","2019-04-01"
"338015","survey_fndds_food","Stewed goat, Puerto Rican style (Cabrito en fricase, chilindron de chivo)","","2019-04-01"
"338016","survey_fndds_food","Veal with gravy (mixture)","","2019-04-01"
"338017","survey_fndds_food","Veal scallopini","","2019-04-01"
"338018","survey_fndds_food","Veal with cream sauce (mixture)","","2019-04-01"
"338019","survey_fndds_food","Veal with butter sauce (mixture)","","2019-04-01"
"338020","survey_fndds_food","Veal Marsala","","2019-04-01"
"338021","survey_fndds_food","Veal parmigiana","","2019-04-01"
"338022","survey_fndds_food","Veal cordon bleu","","2019-04-01"
"338023","survey_fndds_food","Venison/deer with tomato-based sauce (mixture)","","2019-04-01"
"338024","survey_fndds_food","Venison/deer with gravy (mixture)","","2019-04-01"
"338025","survey_fndds_food","Chili con carne with venison/deer and beans","","2019-04-01"
"338055","survey_fndds_food","Lobster with butter sauce (mixture)","","2019-04-01"
"338057","survey_fndds_food","Shrimp cocktail (shrimp with cocktail sauce)","","2019-04-01"
"338060","survey_fndds_food","Clam sauce, white","","2019-04-01"
"338066","survey_fndds_food","Shrimp scampi","","2019-04-01"
"338079","survey_fndds_food","Meat with barbecue sauce, NS as to type of meat (mixture)","","2019-04-01"
"338080","survey_fndds_food","Meatballs, NS as to type of meat, with sauce (mixture)","","2019-04-01"
"338081","survey_fndds_food","Puerto Rican style meat loaf (Albondigon)","","2019-04-01"
"338082","survey_fndds_food","Meat with tomato-based sauce (mixture)","","2019-04-01"
"338085","survey_fndds_food","Stewed, seasoned, ground beef and pork, Mexican style (Picadillo de carne de rez y puerco)","","2019-04-01"
"338086","survey_fndds_food","Meat with gravy, NS as to type of meat (mixture)","","2019-04-01"
"338087","survey_fndds_food","Beef and potatoes, no sauce (mixture)","","2019-04-01"
"338088","survey_fndds_food","Beef stew with potatoes, tomato-based sauce (mixture)","","2019-04-01"
"338089","survey_fndds_food","Mexican style beef stew with potatoes, tomato-based sauce (mixture) (Carne guisada con papas)","","2019-04-01"
"338090","survey_fndds_food","Beef goulash with potatoes","","2019-04-01"
"338091","survey_fndds_food","Beef and potatoes with cream sauce, white sauce or mushroom soup-based sauce (mixture)","","2019-04-01"
"338092","survey_fndds_food","Beef stew with potatoes, gravy","","2019-04-01"
"338093","survey_fndds_food","Beef (roast) hash","","2019-04-01"
"338094","survey_fndds_food","Corned beef hash","","2019-04-01"
"338095","survey_fndds_food","Beef and potatoes with cheese sauce (mixture)","","2019-04-01"
"338096","survey_fndds_food","Stewed, seasoned, ground beef with potatoes, Mexican style (Picadillo de carne de rez con papas)","","2019-04-01"
"338097","survey_fndds_food","Beef and noodles, no sauce (mixture)","","2019-04-01"
"338098","survey_fndds_food","Beef and macaroni with cheese sauce (mixture)","","2019-04-01"
"338099","survey_fndds_food","Beef and noodles with tomato-based sauce (mixture)","","2019-04-01"
"338100","survey_fndds_food","Chili con carne with beans and macaroni","","2019-04-01"
"338101","survey_fndds_food","Beef goulash with noodles","","2019-04-01"
"338102","survey_fndds_food","Beef and noodles with gravy (mixture)","","2019-04-01"
"338103","survey_fndds_food","Beef and noodles with cream or white sauce (mixture)","","2019-04-01"
"338104","survey_fndds_food","Beef stroganoff with noodles","","2019-04-01"
"338105","survey_fndds_food","Beef and noodles with (mushroom) soup (mixture)","","2019-04-01"
"338107","survey_fndds_food","Beef and rice, no sauce (mixture)","","2019-04-01"
