"id","description","last_updated"
"787847","Lettuce, wilted, with bacon dressing","2020-04-01"
"787848","Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon","2020-04-01"
"787849","Greek Salad, no dressing","2020-04-01"
"787850","Spinach salad, no dressing","2020-04-01"
"787851","Cobb salad, no dressing","2020-04-01"
"787858","Aloe vera juice drink","2020-04-01"
"787871","Artichoke salad in oil","2020-04-01"
"788278","Garlic, cooked","2020-04-01"
"788454","Peppers, hot, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"788455","Peppers, hot, cooked, from fresh, NS as to fat added in cooking","2020-04-01"
"788456","Peppers, hot, cooked, from frozen, NS as to fat added in cooking","2020-04-01"
"788457","Peppers, hot, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"788458","Peppers, hot, cooked, NS as to form, fat not added in cooking","2020-04-01"
"788590","Bean salad, yellow and/or green string beans","2020-04-01"
"788609","Eggplant in tomato sauce, cooked, fat not added in cooking","2020-04-01"
"788676","Ratatouille","2020-04-01"
"788685","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, no sauce, fat added in cooking, NS as to type of fat","2020-04-01"
"788686","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, no sauce, made with oil","2020-04-01"
"788687","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, no sauce, made with butter","2020-04-01"
"788688","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, no sauce, made with margarine","2020-04-01"
"788689","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, NS as to fat added in cooking","2020-04-01"
"788690","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce,  fat not added in cooking","2020-04-01"
"788691","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, fat added in cooking, NS as to type of fat","2020-04-01"
"788692","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, made with oil","2020-04-01"
"788693","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, made with butter","2020-04-01"
"788694","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, made with margarine","2020-04-01"
"788695","Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, NS as to fat added in cooking","2020-04-01"
"788696","Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, fat not added in cooking","2020-04-01"
"788697","Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788698","Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, made with oil","2020-04-01"
"788699","Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, made with butter","2020-04-01"
"788700","Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, made with margarine","2020-04-01"
"788701","Vegetable and pasta combinations with cream or cheese sauce, broccoli, pasta, carrots, corn, zucchini, peppers, cauliflower, peas, etc., cooked","2020-04-01"
"788702","Jai, Monk's Food","2020-04-01"
"788703","Pinacbet","2020-04-01"
"788705","Artichokes, stuffed","2020-04-01"
"788706","Asparagus, NS as to form, creamed or with cheese sauce","2020-04-01"
"788707","Asparagus, from fresh, creamed or with cheese sauce","2020-04-01"
"788708","Asparagus, from frozen, creamed or with cheese sauce","2020-04-01"
"788709","Asparagus, from canned, creamed or with cheese sauce","2020-04-01"
"788710","Beans, lima, immature, NS as to form, creamed or with cheese sauce","2020-04-01"
"788711","Beans, lima, immature, from fresh, creamed or with cheese sauce","2020-04-01"
"788712","Beans, lima, immature, from frozen, creamed or with cheese sauce","2020-04-01"
"788713","Beans, lima, immature, from canned, creamed or with cheese sauce","2020-04-01"
"788714","Beans, lima, immature, cooked, NS as to form, with mushroom sauce","2020-04-01"
"788715","Beans, lima, immature, cooked, from fresh, with mushroom sauce","2020-04-01"
"788716","Beans, lima, immature, cooked, from frozen, with mushroom sauce","2020-04-01"
"788717","Beans, lima, immature, cooked, from canned, with mushroom sauce","2020-04-01"
"788718","Beans, string, green, NS as to form, creamed or with cheese sauce","2020-04-01"
"788719","Beans, string, green, from fresh, creamed or with cheese sauce","2020-04-01"
"788720","Beans, string, green, from frozen, creamed or with cheese sauce","2020-04-01"
"788721","Beans, string, green, from canned, creamed or with cheese sauce","2020-04-01"
"788722","Beans, string, green, cooked, NS as to form, with mushroom sauce","2020-04-01"
"788723","Beans, string, green, cooked, from fresh, with mushroom sauce","2020-04-01"
"788724","Beans, string, green, cooked, from frozen, with mushroom sauce","2020-04-01"
"788725","Beans, string, green, cooked, from canned, with mushroom sauce","2020-04-01"
"788727","Beans, string, yellow, NS as to form, creamed or with cheese sauce","2020-04-01"
"788728","Beans, string, yellow, from fresh, creamed or with cheese sauce","2020-04-01"
"788729","Beans, string, yellow, from frozen, creamed or with cheese sauce","2020-04-01"
"788730","Beans, string, yellow, from canned, creamed or with cheese sauce","2020-04-01"
"788731","Beets with Harvard sauce","2020-04-01"
"788732","Brussels sprouts, NS as to form, creamed","2020-04-01"
"788733","Brussels sprouts, from fresh, creamed","2020-04-01"
"788734","Brussels sprouts, from frozen, creamed","2020-04-01"
"788735","Cabbage, creamed","2020-04-01"
"788736","Cauliflower, NS as to form, creamed","2020-04-01"
"788737","Cauliflower, from fresh, creamed","2020-04-01"
"788738","Cauliflower, from frozen, creamed","2020-04-01"
"788739","Cauliflower, from canned, creamed","2020-04-01"
"788740","Cauliflower, batter-dipped, fried","2020-04-01"
"788741","Celery, creamed","2020-04-01"
"788745","Corn, scalloped or pudding","2020-04-01"
"788746","Corn fritter","2020-04-01"
"788747","Corn, cooked, NS as to form, with cream sauce, made with milk","2020-04-01"
"788748","Corn, cooked, from fresh, with cream sauce, made with milk","2020-04-01"
"788749","Corn, cooked, from frozen, with cream sauce, made with milk","2020-04-01"
"788750","Corn, cooked, from canned, with cream sauce, made with milk","2020-04-01"
"788751","Eggplant, batter-dipped, fried","2020-04-01"
"788753","Eggplant parmesan casserole, regular","2020-04-01"
"788754","Eggplant with cheese and tomato sauce","2020-04-01"
"788755","Kohlrabi, creamed","2020-04-01"
"788756","Mushrooms, NS as to form, creamed","2020-04-01"
"788757","Mushrooms, from fresh, creamed","2020-04-01"
"788758","Mushrooms, from frozen, creamed","2020-04-01"
"788759","Mushrooms, from canned, creamed","2020-04-01"
"788760","Mushrooms, stuffed","2020-04-01"
"788761","Mushrooms, batter-dipped, fried","2020-04-01"
"788762","Okra, batter-dipped, fried","2020-04-01"
"788763","Onions, NS as to form, creamed","2020-04-01"
"788764","Onions, from fresh, creamed","2020-04-01"
"788768","Parsnips, creamed","2020-04-01"
"788769","Pea salad","2020-04-01"
"788770","Pea salad with cheese","2020-04-01"
"788771","Peas, NS as to form, creamed","2020-04-01"
"788772","Peas, from fresh, creamed","2020-04-01"
"788773","Peas, from frozen, creamed","2020-04-01"
"788774","Peas, from canned, creamed","2020-04-01"
"788775","Peas, cooked, NS as to form, with mushroom sauce","2020-04-01"
"788776","Peas, cooked, from fresh, with mushroom sauce","2020-04-01"
"788777","Peas, cooked, from frozen, with mushroom sauce","2020-04-01"
"788778","Peas, cooked, from canned, with mushroom sauce","2020-04-01"
"788779","Peas, cooked, NS as to form, with tomato sauce","2020-04-01"
"788780","Peas, cooked, from fresh, with tomato sauce","2020-04-01"
"788781","Peas, cooked, from frozen, with tomato sauce","2020-04-01"
"788782","Peas, cooked, from canned, with tomato sauce","2020-04-01"
"788783","Squash, summer, yellow or green, breaded or battered, baked","2020-04-01"
"788784","Squash, summer, yellow or green, breaded or battered, fried","2020-04-01"
"788785","Squash, summer, casserole with tomato and cheese","2020-04-01"
"788786","Squash, summer, casserole, with rice and tomato sauce","2020-04-01"
"788787","Squash, summer, casserole, with cheese sauce","2020-04-01"
"788788","Squash, summer, NS as to form, creamed","2020-04-01"
"788789","Squash, summer, from fresh, creamed","2020-04-01"
"788790","Squash, summer, from frozen, creamed","2020-04-01"
"788791","Squash, summer, from canned, creamed","2020-04-01"
"788793","Turnips, NS as to form, creamed","2020-04-01"
"788794","Turnips, from fresh, creamed","2020-04-01"
"788795","Turnips, from frozen, creamed","2020-04-01"
"788796","Turnips, from canned, creamed","2020-04-01"
"788797","Creamed christophine, Puerto Rican style","2020-04-01"
"788798","Vegetable stew without meat","2020-04-01"
"788802","Vegetable tempura","2020-04-01"
"788803","Vegetable combinations, including carrots, broccoli, and/or dark-green leafy; cooked, with tomato sauce","2020-04-01"
"788804","Vegetable combinations, excluding carrots, broccoli, and dark-green leafy; cooked, with tomato sauce","2020-04-01"
"788805","Vegetables, dipped in chick-pea flour batter, fried, Pakora","2020-04-01"
"788806","Vegetable combinations, including carrots, broccoli, and/or dark-green leafy; cooked, with cheese sauce","2020-04-01"
"788807","Vegetable combinations, excluding carrots, broccoli, and dark-green leafy; cooked, with cheese sauce","2020-04-01"
"788808","Vegetable curry","2020-04-01"
"788809","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, with cream sauce","2020-04-01"
"788810","Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, with cream sauce","2020-04-01"
"788811","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, with butter sauce","2020-04-01"
"788812","Vegetable combinations, including carrots, broccoli, and/or dark-green leafy; cooked, with pasta","2020-04-01"
"788813","Vegetable combinations, excluding carrots, broccoli, and dark-green leafy; cooked, with pasta","2020-04-01"
"788814","Vegetable combinations, including carrots, broccoli, and/or dark-green leafy; cooked, with butter sauce and pasta","2020-04-01"
"788815","Vegetable combinations, excluding carrots, broccoli, and dark-green leafy; cooked, with butter sauce and pasta","2020-04-01"
"788963","Fried stuffed potatoes, Puerto Rican style","2020-04-01"
"788964","Potato and ham fritters, Puerto Rican style","2020-04-01"
"788966","Green plantain with cracklings, Puerto Rican style","2020-04-01"
"788967","Ripe plantain fritters, Puerto Rican style","2020-04-01"
"788972","Tannier fritters, Puerto Rican style","2020-04-01"
"788979","Vegetable and fruit juice, 100% juice, with high vitamin C","2020-04-01"
"788980","Fruit and vegetable smoothie","2020-04-01"
"788981","Fruit and vegetable smoothie, added protein","2020-04-01"
"788982","Fruit and vegetable smoothie, bottled","2020-04-01"
"788983","Table fat, NFS","2020-04-01"
"788984","Butter, NFS","2020-04-01"
"788985","Butter, stick, salted","2020-04-01"
"788986","Butter, whipped, tub, salted","2020-04-01"
"788987","Butter, whipped, stick, salted","2020-04-01"
"788988","Butter, stick, unsalted","2020-04-01"
"788989","Butter, whipped, tub, unsalted","2020-04-01"
"788990","Butter, whipped, stick, unsalted","2020-04-01"
"788991","Light butter, stick, salted","2020-04-01"
"788992","Light butter, whipped, tub, salted","2020-04-01"
"788993","Margarine, NFS","2020-04-01"
"788994","Margarine, stick, salted","2020-04-01"
"788995","Margarine, tub, salted","2020-04-01"
"788996","Margarine, whipped, tub, salted","2020-04-01"
"788997","Margarine, stick, unsalted","2020-04-01"
"788998","Margarine-like spread, stick, salted","2020-04-01"
"788999","Margarine-like spread, tub, salted","2020-04-01"
"789000","Margarine-like spread, liquid, salted","2020-04-01"
"789001","Margarine like spread, whipped, tub, salted","2020-04-01"
"789002","Margarine-like spread, reduced calorie, about 40% fat, tub, salted","2020-04-01"
"789003","Margarine like spread, reduced calorie, about 40% fat, made with yogurt, tub, salted","2020-04-01"
"789004","Margarine-like spread, reduced calorie, about 40% fat, stick, salted","2020-04-01"
"789005","Margarine like spread, reduced calorie, about 20% fat, tub, salted","2020-04-01"
"789006","Margarine like spread, fat free, tub, salted","2020-04-01"
"789007","Margarine like spread, fat free, liquid, salted","2020-04-01"
"789008","Vegetable oil-butter spread, stick, salted","2020-04-01"
"789009","Vegetable oil-butter spread, tub, salted","2020-04-01"
"789010","Vegetable oil-butter spread, reduced calorie, stick, salted","2020-04-01"
"789011","Vegetable oil-butter spread, reduced calorie, tub, salted","2020-04-01"
"789012","Butter-margarine blend, stick, salted","2020-04-01"
"789013","Butter-margarine blend, tub, salted","2020-04-01"
"789014","Butter-vegetable oil blend","2020-04-01"
"789015","Butter replacement, fat-free powder","2020-04-01"
"789016","Oil or table fat, NFS","2020-04-01"
"789017","Animal fat or drippings","2020-04-01"
"789018","Lard","2020-04-01"
"789019","Shortening, NS as to vegetable or animal","2020-04-01"
"789020","Shortening, vegetable","2020-04-01"
"789021","Shortening, animal","2020-04-01"
"789022","Ghee, clarified butter","2020-04-01"
"789026","Sandwich spread","2020-04-01"
"789027","Tartar sauce","2020-04-01"
"789030","Tartar sauce, reduced fat/calorie","2020-04-01"
"789031","Honey butter","2020-04-01"
"789032","Vegetable oil, NFS","2020-04-01"
"789033","Almond oil","2020-04-01"
"789034","Coconut oil","2020-04-01"
"789035","Corn oil","2020-04-01"
"789036","Cottonseed oil","2020-04-01"
"789037","Flaxseed oil","2020-04-01"
"789038","Olive oil","2020-04-01"
"789039","Peanut oil","2020-04-01"
"789040","Rapeseed oil","2020-04-01"
"789041","Canola and soybean oil","2020-04-01"
"789042","Canola, soybean and sunflower oil","2020-04-01"
